id,device,timestamp,ACCOUNT_LABEL,DATE,TIME,uid
a2c1e9a2-5562-4146-b31e-a136abeb7ebd-25,288dd230-46a6-4448-beea-a58291ca02d6,1368735293,2,2013-05-16,8:00 PM,u46
a2c1e9a2-5562-4146-b31e-a136abeb7ebd-26,288dd230-46a6-4448-beea-a58291ca02d6,1368735293,3,2013-05-16,8:00 PM,u46
39417312-d01f-4743-bf33-70351d831405-26,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364414220,1,2013-03-27,3:00 PM,u52
39417312-d01f-4743-bf33-70351d831405-31,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364414220,2,2013-03-27,5:00 PM,u52
39417312-d01f-4743-bf33-70351d831405-34,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364414221,3,2013-03-27,3:00 PM,u52
39417312-d01f-4743-bf33-70351d831405-35,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364414221,4,2013-03-27,5:00 PM,u52
d49c6cb1-6a27-467d-84ee-5446e6a1eb5a-27,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364500617,1,2013-03-28,10:00 AM,u52
d49c6cb1-6a27-467d-84ee-5446e6a1eb5a-29,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364500617,2,2013-03-28,12:00 PM,u52
d49c6cb1-6a27-467d-84ee-5446e6a1eb5a-32,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364500617,3,2013-03-28,10:00 AM,u52
d49c6cb1-6a27-467d-84ee-5446e6a1eb5a-33,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364500617,4,2013-03-28,12:00 PM,u52
0847bf90-a1d5-418e-92be-974421371585-245,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364587017,1,2013-03-29,12:30 PM,u52
0847bf90-a1d5-418e-92be-974421371585-246,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364587017,2,2013-03-29,12:30 PM,u52
4fd2e526-b065-4b91-9d71-33ed27d2ccd3-198,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364846217,1,2013-04-01,12:30 PM,u52
4fd2e526-b065-4b91-9d71-33ed27d2ccd3-199,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364846217,2,2013-04-01,12:30 PM,u52
0f68fe69-9292-4acd-b28d-ad21f0433c95-341,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364932617,1,2013-04-02,1:00 PM,u52
0f68fe69-9292-4acd-b28d-ad21f0433c95-342,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364932617,2,2013-04-02,7:00 PM,u52
0f68fe69-9292-4acd-b28d-ad21f0433c95-343,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364932617,3,2013-04-02,1:00 PM,u52
0f68fe69-9292-4acd-b28d-ad21f0433c95-344,af77a485-f79f-4f27-8cc8-5b3c161884f2,1364932617,4,2013-04-02,7:00 PM,u52
ca1f6f96-7448-4a65-8cf6-75b84a4eaaf4-517,af77a485-f79f-4f27-8cc8-5b3c161884f2,1365019017,1,2013-04-03,12:30 PM,u52
ca1f6f96-7448-4a65-8cf6-75b84a4eaaf4-518,af77a485-f79f-4f27-8cc8-5b3c161884f2,1365019017,2,2013-04-03,3:00 PM,u52
ca1f6f96-7448-4a65-8cf6-75b84a4eaaf4-519,af77a485-f79f-4f27-8cc8-5b3c161884f2,1365019017,3,2013-04-03,12:30 PM,u52
ca1f6f96-7448-4a65-8cf6-75b84a4eaaf4-520,af77a485-f79f-4f27-8cc8-5b3c161884f2,1365019017,4,2013-04-03,3:00 PM,u52
8b5773bd-5235-45c9-a972-5503749682ad-274,af77a485-f79f-4f27-8cc8-5b3c161884f2,1365278217,1,2013-04-06,2:00 PM,u52
8b5773bd-5235-45c9-a972-5503749682ad-275,af77a485-f79f-4f27-8cc8-5b3c161884f2,1365278217,2,2013-04-06,2:00 PM,u52
2a0be5cb-b4ad-42a5-9df4-b73735e89bf3-33,af77a485-f79f-4f27-8cc8-5b3c161884f2,1366574217,1,2013-04-21,7:00 PM,u52
2a0be5cb-b4ad-42a5-9df4-b73735e89bf3-34,af77a485-f79f-4f27-8cc8-5b3c161884f2,1366574217,2,2013-04-21,7:00 PM,u52
e69beb88-442d-4f3d-9a54-eaf8dbea2de0-145,af77a485-f79f-4f27-8cc8-5b3c161884f2,1366660617,1,2013-04-22,2:00 PM,u52
e69beb88-442d-4f3d-9a54-eaf8dbea2de0-146,af77a485-f79f-4f27-8cc8-5b3c161884f2,1366660617,2,2013-04-22,2:00 PM,u52
088789cd-be31-4efe-ae1f-e86f56d480e6-85,af77a485-f79f-4f27-8cc8-5b3c161884f2,1367876429,1,2013-05-06,2:30 PM,u52
088789cd-be31-4efe-ae1f-e86f56d480e6-92,af77a485-f79f-4f27-8cc8-5b3c161884f2,1367876430,2,2013-05-06,2:30 PM,u52
e368dc6c-b754-47e6-9dbc-101df1d32e21-341,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368136182,1,2013-05-09,9:00 AM,u52
e368dc6c-b754-47e6-9dbc-101df1d32e21-342,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368136182,3,2013-05-09,9:00 AM,u52
9bf66c78-7212-484d-a747-1246b4a26058-216,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368222582,1,2013-05-10,2:00 PM,u52
9bf66c78-7212-484d-a747-1246b4a26058-217,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368222582,2,2013-05-10,2:00 PM,u52
80d670c4-c8bb-44ed-bba0-2d09ff7bcc41-427,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368490172,1,2013-05-13,5:00 PM,u52
80d670c4-c8bb-44ed-bba0-2d09ff7bcc41-428,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368490172,2,2013-05-13,2:00 PM,u52
80d670c4-c8bb-44ed-bba0-2d09ff7bcc41-429,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368490172,3,2013-05-13,5:00 PM,u52
80d670c4-c8bb-44ed-bba0-2d09ff7bcc41-430,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368490172,4,2013-05-13,2:00 PM,u52
44d021af-2e41-49a5-85f4-56d35df4381e-55,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368576572,1,2013-05-14,2:00 PM,u52
44d021af-2e41-49a5-85f4-56d35df4381e-56,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368576572,2,2013-05-14,5:00 PM,u52
44d021af-2e41-49a5-85f4-56d35df4381e-57,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368576572,3,2013-05-14,2:00 PM,u52
44d021af-2e41-49a5-85f4-56d35df4381e-58,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368576572,4,2013-05-14,5:00 PM,u52
2fbe973e-c276-4e84-a3a8-eb4cb386ec9b-48,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368662972,1,2013-05-15,2:00 PM,u52
2fbe973e-c276-4e84-a3a8-eb4cb386ec9b-49,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368662972,2,2013-05-15,4:00 PM,u52
2fbe973e-c276-4e84-a3a8-eb4cb386ec9b-50,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368662972,3,2013-05-15,2:00 PM,u52
2fbe973e-c276-4e84-a3a8-eb4cb386ec9b-51,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368662972,4,2013-05-15,4:00 PM,u52
f81852b2-e3c8-4e58-ac0f-204168335917-61,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368835772,1,2013-05-17,2:00 PM,u52
f81852b2-e3c8-4e58-ac0f-204168335917-62,af77a485-f79f-4f27-8cc8-5b3c161884f2,1368835772,2,2013-05-17,2:00 PM,u52
82a9352f-74d1-4d41-8525-2b74f482a1b9-32,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369008572,1,2013-05-19,7:30 PM,u52
82a9352f-74d1-4d41-8525-2b74f482a1b9-33,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369008572,2,2013-05-19,7:30 PM,u52
c5da521a-4439-4b94-8630-cd0e3d329e3e-24,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369094972,1,2013-05-20,10:00 AM,u52
c5da521a-4439-4b94-8630-cd0e3d329e3e-25,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369094972,2,2013-05-20,10:00 AM,u52
c5da521a-4439-4b94-8630-cd0e3d329e3e-26,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369094972,3,2013-05-20,7:00 PM,u52
c5da521a-4439-4b94-8630-cd0e3d329e3e-27,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369094972,4,2013-05-20,10:00 AM,u52
c5da521a-4439-4b94-8630-cd0e3d329e3e-28,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369094972,5,2013-05-20,10:00 AM,u52
c5da521a-4439-4b94-8630-cd0e3d329e3e-29,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369094972,6,2013-05-20,7:00 PM,u52
4245e1fb-06c7-462e-944d-6bc589197f3d-38,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369181372,1,2013-05-21,11:30 AM,u52
4245e1fb-06c7-462e-944d-6bc589197f3d-39,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369181372,2,2013-05-21,9:00 AM,u52
4245e1fb-06c7-462e-944d-6bc589197f3d-40,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369181372,3,2013-05-21,8:00 PM,u52
4245e1fb-06c7-462e-944d-6bc589197f3d-41,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369181372,4,2013-05-21,11:30 AM,u52
4245e1fb-06c7-462e-944d-6bc589197f3d-42,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369181372,5,2013-05-21,9:00 AM,u52
4245e1fb-06c7-462e-944d-6bc589197f3d-43,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369181372,6,2013-05-21,8:00 PM,u52
a7c57ea1-b613-4ed1-a780-79d6f566f855-25,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369267772,1,2013-05-22,10:00 AM,u52
a7c57ea1-b613-4ed1-a780-79d6f566f855-26,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369267772,2,2013-05-22,10:00 AM,u52
d90ab4da-f363-44ee-9086-27bf110584f4-23,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369354172,1,2013-05-23,10:00 AM,u52
d90ab4da-f363-44ee-9086-27bf110584f4-24,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369354172,2,2013-05-23,10:00 AM,u52
99e38074-e5b3-4cf4-bbc6-c7210cc0be77-25,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369440572,1,2013-05-24,9:00 AM,u52
99e38074-e5b3-4cf4-bbc6-c7210cc0be77-26,af77a485-f79f-4f27-8cc8-5b3c161884f2,1369440572,2,2013-05-24,9:00 AM,u52
1cad8d4f-d232-4943-b924-3cdba6815449-97,f03e8535-61b8-402c-b9ba-b5a75bc90688,1364916298,1,2013-04-02,9:00 AM,u43
280ef3d6-344b-4f17-a173-2dfabb69bfe0-122,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365002698,1,2013-04-03,5:30 PM,u43
280ef3d6-344b-4f17-a173-2dfabb69bfe0-123,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365002698,2,2013-04-03,11:00 AM,u43
f5139e79-3a96-45c6-a809-625061007a2f-31,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365089098,1,2013-04-04,9:00 AM,u43
f5139e79-3a96-45c6-a809-625061007a2f-32,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365089098,2,2013-04-04,12:00 PM,u43
f5139e79-3a96-45c6-a809-625061007a2f-33,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365089098,3,2013-04-04,2:00 PM,u43
4b1f3a9e-1ad6-4481-85f7-258ad26f773e-228,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365175498,1,2013-04-05,8:00 PM,u43
5b428c42-e95f-4ee8-a594-b35aafc0a67e-101,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365434698,1,2013-04-08,8:00 PM,u43
7707a01a-a0b2-47a3-86fc-a4c019c9f35b-39,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365521098,1,2013-04-09,8:00 PM,u43
cc542f80-1aad-4404-9ab7-5d5005563c39-125,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365607498,1,2013-04-10,8:00 PM,u43
5cb3e18f-ad67-48ee-a082-3d82fc312d1b-31,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365953098,1,2013-04-14,8:00 PM,u43
5cb3e18f-ad67-48ee-a082-3d82fc312d1b-32,f03e8535-61b8-402c-b9ba-b5a75bc90688,1365953098,2,2013-04-14,8:00 PM,u43
080eadde-65ba-492d-ba0c-98a4420f8207-53,f03e8535-61b8-402c-b9ba-b5a75bc90688,1366298698,1,2013-04-18,8:00 PM,u43
080eadde-65ba-492d-ba0c-98a4420f8207-54,f03e8535-61b8-402c-b9ba-b5a75bc90688,1366298698,2,2013-04-18,4:00 PM,u43
d04c1924-bef5-4fff-b631-79308ab1e3ee-18,f03e8535-61b8-402c-b9ba-b5a75bc90688,1366823938,1,2013-04-24,8:00 PM,u43
fd107aa8-3771-4cec-ba4f-c13564a64f96-137,f03e8535-61b8-402c-b9ba-b5a75bc90688,1366910338,1,2013-04-25,6:00 PM,u43
f50141d2-695f-493a-9b68-2abca81764b6-35,f03e8535-61b8-402c-b9ba-b5a75bc90688,1367255938,1,2013-04-29,12:30 PM,u43
f50141d2-695f-493a-9b68-2abca81764b6-36,f03e8535-61b8-402c-b9ba-b5a75bc90688,1367255938,2,2013-04-29,8:00 PM,u43
bf1fbb0a-3521-4191-a168-09c691331e98-18,f03e8535-61b8-402c-b9ba-b5a75bc90688,1367342338,1,2013-04-30,1:00 PM,u43
d37703da-ff12-4abc-9211-805859e3a517-17,f03e8535-61b8-402c-b9ba-b5a75bc90688,1367515138,1,2013-05-02,6:00 PM,u43
c0d0be99-f8da-4b9e-802e-2ba17db3219c-83,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1367784248,1,2013-05-05,8:00 PM,u43
4cfa97ac-4d52-49ba-92e0-e5c31f62f6dd-107,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1367965018,1,2013-05-07,8:00 PM,u43
d60797c3-ee44-4c61-aac5-0921a66599a4-31,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1368507895,1,2013-05-14,8:00 PM,u43
6b5b3f5f-b70f-474d-bdcb-0804b6db5bea-137,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1369274833,1,2013-05-22,12:30 PM,u43
7b8f3a26-bd77-4bf0-86bf-c3b9fb4f84ce-159,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1369620432,1,2013-05-26,8:00 PM,u43
7b8f3a26-bd77-4bf0-86bf-c3b9fb4f84ce-160,2e825c6d-8cf9-4185-80ae-b08b9a173e07,1369620432,2,2013-05-26,8:00 PM,u43
ff58068d-0e13-4fa7-b9c6-916062ad8766-154,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364514535,1,2013-03-28,1:00 PM,u57
ff58068d-0e13-4fa7-b9c6-916062ad8766-158,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364514535,2,2013-03-28,12:00 PM,u57
ff58068d-0e13-4fa7-b9c6-916062ad8766-159,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364514535,3,2013-03-28,6:00 PM,u57
ff58068d-0e13-4fa7-b9c6-916062ad8766-161,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364514536,4,2013-03-28,1:00 PM,u57
ff58068d-0e13-4fa7-b9c6-916062ad8766-162,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364514536,5,2013-03-28,12:00 PM,u57
ff58068d-0e13-4fa7-b9c6-916062ad8766-163,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364514536,6,2013-03-28,6:00 PM,u57
4f19e852-b43d-4290-badc-b1a8e13d3b06-73,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364687335,1,2013-03-30,8:00 PM,u57
4f19e852-b43d-4290-badc-b1a8e13d3b06-76,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364687335,2,2013-03-30,1:00 PM,u57
4f19e852-b43d-4290-badc-b1a8e13d3b06-77,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364687335,3,2013-03-30,8:00 PM,u57
4f19e852-b43d-4290-badc-b1a8e13d3b06-78,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364687336,4,2013-03-30,1:00 PM,u57
7302186d-7731-474b-84bc-08fa148b039c-183,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364773735,1,2013-03-31,8:00 PM,u57
7302186d-7731-474b-84bc-08fa148b039c-186,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364773735,2,2013-03-31,8:00 PM,u57
104cbdc9-c8a0-408e-9dd0-0ac45b5b25f8-126,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364860135,1,2013-04-01,6:00 PM,u57
104cbdc9-c8a0-408e-9dd0-0ac45b5b25f8-128,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364860135,2,2013-04-01,6:00 PM,u57
20a73a85-6ef6-45fb-b541-2dff0f147a84-182,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364946535,1,2013-04-02,4:00 PM,u57
20a73a85-6ef6-45fb-b541-2dff0f147a84-185,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1364946535,2,2013-04-02,4:00 PM,u57
b352934a-d8d9-4c5a-b6e3-35815f42d6e3-69,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365032935,1,2013-04-03,4:00 PM,u57
b352934a-d8d9-4c5a-b6e3-35815f42d6e3-72,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365032935,2,2013-04-03,8:00 PM,u57
b352934a-d8d9-4c5a-b6e3-35815f42d6e3-73,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365032935,3,2013-04-03,4:00 PM,u57
b352934a-d8d9-4c5a-b6e3-35815f42d6e3-74,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365032935,4,2013-04-03,8:00 PM,u57
ed7ded57-7176-4967-ac78-41a9ba37eea5-167,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365119335,1,2013-04-04,8:00 PM,u57
ed7ded57-7176-4967-ac78-41a9ba37eea5-169,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365119335,2,2013-04-04,4:00 PM,u57
ed7ded57-7176-4967-ac78-41a9ba37eea5-170,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365119335,3,2013-04-04,8:00 PM,u57
ed7ded57-7176-4967-ac78-41a9ba37eea5-171,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365119335,4,2013-04-04,4:00 PM,u57
4142c553-79a4-47cf-bf11-48ca4786629a-51,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365301785,1,2013-04-06,8:00 PM,u57
4142c553-79a4-47cf-bf11-48ca4786629a-56,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365301787,2,2013-04-06,8:00 PM,u57
df114c75-08b0-44ce-be12-cad34bff7e6d-57,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365205735,1,2013-04-05,8:00 PM,u57
df114c75-08b0-44ce-be12-cad34bff7e6d-59,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365205735,2,2013-04-05,8:00 PM,u57
e37cd987-719d-41fb-90b4-67a476133ea9-225,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365656858,1,2013-04-11,8:00 PM,u57
e37cd987-719d-41fb-90b4-67a476133ea9-226,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365656858,2,2013-04-11,8:00 PM,u57
3c60f7ce-02db-431f-ab6a-ad49b1a296d4-192,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365743258,1,2013-04-12,8:00 PM,u57
3c60f7ce-02db-431f-ab6a-ad49b1a296d4-193,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365743258,2,2013-04-12,8:00 PM,u57
b8b3c867-03ee-4a55-9514-219b97b9e12d-150,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365829658,1,2013-04-13,8:00 PM,u57
b8b3c867-03ee-4a55-9514-219b97b9e12d-151,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365829658,2,2013-04-13,8:00 PM,u57
dfb3ee28-66f8-465e-9ef9-9e461b5f13f7-169,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365916058,1,2013-04-14,8:00 PM,u57
dfb3ee28-66f8-465e-9ef9-9e461b5f13f7-172,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1365916058,2,2013-04-14,8:00 PM,u57
ebf612ad-2f10-4e69-a1a0-181d2ad898a4-61,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366002458,1,2013-04-15,8:00 PM,u57
ebf612ad-2f10-4e69-a1a0-181d2ad898a4-62,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366002459,2,2013-04-15,8:00 PM,u57
2bef4f35-d193-4456-b92c-6c4696957424-109,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366175258,1,2013-04-17,8:00 PM,u57
2bef4f35-d193-4456-b92c-6c4696957424-110,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366175258,2,2013-04-17,8:00 PM,u57
e74dfd00-4ca0-4261-851d-d9615ca17b58-118,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366348059,1,2013-04-19,8:00 PM,u57
e74dfd00-4ca0-4261-851d-d9615ca17b58-119,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366348059,2,2013-04-19,8:00 PM,u57
43f18390-2850-49fb-b38d-95097c4d102c-44,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366520858,1,2013-04-21,8:00 PM,u57
43f18390-2850-49fb-b38d-95097c4d102c-47,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366520858,2,2013-04-21,8:00 PM,u57
20ac7222-5211-42a1-8b44-473e6291c565-276,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366952858,1,2013-04-26,8:00 PM,u57
20ac7222-5211-42a1-8b44-473e6291c565-278,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1366952858,2,2013-04-26,8:00 PM,u57
15bb6eb5-a576-464b-ac1a-1a55810f54ba-229,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367125658,1,2013-04-28,12:00 PM,u57
15bb6eb5-a576-464b-ac1a-1a55810f54ba-230,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367125658,2,2013-04-28,12:00 PM,u57
f0011272-6070-473b-84db-de89150ba9f5-184,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367384858,1,2013-05-01,10:30 PM,u57
f0011272-6070-473b-84db-de89150ba9f5-186,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367384859,2,2013-05-01,10:30 PM,u57
371ee375-6b03-43e4-8097-090487297a55-45,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367471258,1,2013-05-02,8:00 PM,u57
371ee375-6b03-43e4-8097-090487297a55-46,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367471258,2,2013-05-02,8:00 PM,u57
f93a556a-f0fe-4a85-ab2e-ea7c4674aaab-62,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367557658,1,2013-05-03,8:00 PM,u57
f93a556a-f0fe-4a85-ab2e-ea7c4674aaab-63,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367557658,2,2013-05-03,8:00 PM,u57
8acf8c5f-a505-42e7-9462-b6400de34295-67,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367644058,1,2013-05-04,8:00 PM,u57
8acf8c5f-a505-42e7-9462-b6400de34295-70,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367644058,2,2013-05-04,8:00 PM,u57
8acf8c5f-a505-42e7-9462-b6400de34295-71,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367644058,3,2013-05-04,8:00 PM,u57
8acf8c5f-a505-42e7-9462-b6400de34295-72,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1367644058,4,2013-05-04,8:00 PM,u57
62064453-5ef7-4c6d-84ca-3e3ddfafb65f-71,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1368162458,1,2013-05-10,8:00 PM,u57
62064453-5ef7-4c6d-84ca-3e3ddfafb65f-72,661f40c2-3f4a-412b-9d04-cf49dd4bfe93,1368162458,2,2013-05-10,8:00 PM,u57
